date;heure;variety;culture;bac;repetition;distance;PAR_140;PAR_down;PAR_percent;canope_colza;canope_feverole
07.06.2022;9:35:09 PM;An;As;5;1;5;94;1.59;1.691489362;sous;
07.06.2022;9:36:57 PM;An;As;5;1;15;65;0.59;0.907692308;sous;
07.06.2022;9:37:36 PM;An;As;5;1;25;67;0.87;1.298507463;sous;
07.06.2022;9:38:14 PM;An;As;5;1;35;71;1.06;1.492957746;sous;
07.06.2022;9:38:57 PM;An;As;5;1;45;76;22.36;29.42105263;sous;
07.06.2022;9:39:45 PM;An;As;5;1;55;99;36.68;37.05050505;sur;
07.06.2022;9:40:22 PM;An;As;5;1;65;73;44.63;61.1369863;sur;
07.06.2022;9:41:04 PM;An;As;5;1;75;80;49.66;62.075;sur;
07.06.2022;9:42:02 PM;An;As;5;1;85;68;51.18;75.26470588;sur;
07.06.2022;9:42:36 PM;An;As;5;1;95;67;54.92;81.97014925;sur;
07.06.2022;9:43:07 PM;An;As;5;1;105;87;59.24;68.09195402;sur;
07.06.2022;9:43:41 PM;An;As;5;1;115;61;57.56;94.36065574;sur;
07.06.2022;9:44:13 PM;An;As;5;1;125;95;75.25;79.21052632;sur;
07.06.2022;9:45:18 PM;An;As;5;1;140;65;74.94;115.2923077;sur;
07.06.2022;9:52:01 PM;An;As;5;2;5;77.36;0.52;0.672182006;sous;
07.06.2022;9:52:41 PM;An;As;5;2;15;76.55;0.3;0.391900718;sous;
07.06.2022;9:53:21 PM;An;As;5;2;25;82.23;0.56;0.681016661;sous;
07.06.2022;9:54:01 PM;An;As;5;2;35;76.27;0.77;1.00957126;sous;
07.06.2022;9:54:51 PM;An;As;5;2;45;90.07;9.76;10.83601643;sous;
07.06.2022;9:55:32 PM;An;As;5;2;55;78.98;14.63;18.52367688;sous;
07.06.2022;9:56:01 PM;An;As;5;2;65;57.88;35.86;61.95577056;sur;
07.06.2022;9:57:12 PM;An;As;5;2;75;69.24;46.51;67.17215482;sur;
07.06.2022;9:58:21 PM;An;As;5;2;85;57.88;59.83;103.3690394;sur;
07.06.2022;9:59:02 PM;An;As;5;2;95;87.63;64.38;73.46799041;sur;
07.06.2022;9:59:32 PM;An;As;5;2;105;80.6;65.59;81.37717122;sur;
07.06.2022;10:00:02 PM;An;As;5;2;115;69.78;67.07;96.11636572;sur;
07.06.2022;10:02:01 PM;An;As;5;2;125;60.59;69.79;115.1840238;sur;
07.06.2022;10:02:46 PM;An;As;5;2;140;90.88;81.42;89.59066901;sur;
07.06.2022;10:10:51 PM;An;Mo;4;1;5;48.96;0.24;0.490196078;sous;
07.06.2022;10:12:20 PM;An;Mo;4;1;15;68.44;0.21;0.306838106;sous;
07.06.2022;10:13:20 PM;An;Mo;4;1;25;61.68;0.57;0.924124514;sous;
07.06.2022;10:14:20 PM;An;Mo;4;1;35;71.68;1.04;1.450892857;sous;
07.06.2022;10:15:00 PM;An;Mo;4;1;45;51.67;11.16;21.59860654;sous;
07.06.2022;10:15:40 PM;An;Mo;4;1;55;47.07;3.63;7.711918419;sous;
07.06.2022;10:16:11 PM;An;Mo;4;1;65;48.42;15.11;31.20611318;sur;
07.06.2022;10:16:42 PM;An;Mo;4;1;75;69.25;50.03;72.24548736;sur;
07.06.2022;10:17:01 PM;An;Mo;4;1;85;71.14;53.38;75.03514197;sur;
07.06.2022;10:17:31 PM;An;Mo;4;1;95;50.04;55.23;110.3717026;sur;
07.06.2022;10:17:51 PM;An;Mo;4;1;105;70.33;56.51;80.34977961;sur;
07.06.2022;10:19:02 PM;An;Mo;4;1;115;70.33;47.7;67.82311958;sur;
07.06.2022;10:19:40 PM;An;Mo;4;1;125;45.44;49.28;108.4507042;sur;
07.06.2022;10:20:03 PM;An;Mo;4;1;140;54.37;56.99;104.8188339;sur;
07.06.2022;10:24:50 PM;An;Mo;4;2;5;57.62;0.27;0.468587296;sous;
07.06.2022;10:26:00 PM;An;Mo;4;2;15;67.63;0.19;0.280940411;sous;
07.06.2022;10:27:10 PM;An;Mo;4;2;25;90.61;0.26;0.286944046;sous;
07.06.2022;10:28:11 PM;An;Mo;4;2;35;55.18;13.5;24.46538601;sous;
07.06.2022;10:29:00 PM;An;Mo;4;2;45;71.68;34.34;47.90736607;sous;
07.06.2022;10:29:20 PM;An;Mo;4;2;55;55.18;47.02;85.21203335;sur;
07.06.2022;10:29:50 PM;An;Mo;4;2;65;57.89;56.01;96.75246157;sur;
07.06.2022;10:30:12 PM;An;Mo;4;2;75;80.61;60.7;75.30083116;sur;
07.06.2022;10:30:31 PM;An;Mo;4;2;85;69.25;65.88;95.13357401;sur;
07.06.2022;10:30:51 PM;An;Mo;4;2;95;92.24;72.99;79.13052905;sur;
07.06.2022;10:31:11 PM;An;Mo;4;2;105;73.31;75.22;102.6053744;sur;
07.06.2022;10:31:41 PM;An;Mo;4;2;115;58.7;79.41;135.2810903;sur;
07.06.2022;10:32:11 PM;An;Mo;4;2;125;50.59;84.6;167.2267246;sur;
07.06.2022;10:32:31 PM;An;Mo;4;2;140;65.46;70.31;107.4091048;sur;
07.06.2022;10:36:20 PM;Ma;As;5;1;5;70.06;0.19;0.271196118;sous;
07.06.2022;10:37:40 PM;Ma;As;5;1;15;111.18;0.35;0.314804821;sous;
07.06.2022;10:38:52 PM;Ma;As;5;1;25;105.49;0.59;0.55929472;sous;
07.06.2022;10:39:40 PM;Ma;As;5;1;35;78.44;0.97;1.236613972;sous;
07.06.2022;10:41:41 PM;Ma;As;5;1;45;105.23;6.1;5.796826;sur;
07.06.2022;10:42:04 PM;Ma;As;5;1;55;108.47;7.04;6.490273808;sur;
07.06.2022;10:42:40 PM;Ma;As;5;1;65;67.36;12.67;18.80938242;sur;
07.06.2022;10:43:41 PM;Ma;As;5;1;75;106.85;14.24;13.32709406;sur;
07.06.2022;10:44:20 PM;Ma;As;5;1;85;106.85;18.41;17.22976135;sur;
07.06.2022;10:45:11 PM;Ma;As;5;1;95;79.25;28.56;36.03785489;sur;
07.06.2022;10:46:01 PM;Ma;As;5;1;105;86.83;78.91;90.87872855;sur;
07.06.2022;10:46:52 PM;Ma;As;5;1;115;67.89;57.46;84.63691265;sur;
07.06.2022;10:47:32 PM;Ma;As;5;1;140;96.03;60.22;62.70956993;sur;
07.06.2022;10:50:50 PM;Ma;As;5;2;5;60.59;0.96;1.584419871;sous;
07.06.2022;10:51:31 PM;Ma;As;5;2;15;96.15;0.13;0.135205408;sous;
07.06.2022;10:52:20 PM;Ma;As;5;2;25;92.78;1.18;1.271825825;sous;
07.06.2022;10:53:13 PM;Ma;As;5;2;35;61.41;1.11;1.807523205;sous;
07.06.2022;10:53:51 PM;Ma;As;5;2;45;61.94;14.52;23.44204068;sur;
07.06.2022;10:54:40 PM;Ma;As;5;2;55;100.36;10.47;10.4324432;sur;
07.06.2022;10:55:02 PM;Ma;As;5;2;65;102.52;23.9;23.31252439;sur;
07.06.2022;10:55:22 PM;Ma;As;5;2;75;73.85;26.6;36.01895735;sur;
07.06.2022;10:55:51 PM;Ma;As;5;2;85;75.74;61.42;81.09321363;sur;
07.06.2022;10:56:15 PM;Ma;As;5;2;95;89.81;69.07;76.90680325;sur;
07.06.2022;10:56:36 PM;Ma;As;5;2;105;101.71;75.32;74.05368204;sur;
07.06.2022;10:56:53 PM;Ma;As;5;2;115;82.78;74;89.39357333;sur;
07.06.2022;10:57:11 PM;Ma;As;5;2;140;70.06;87.73;125.2212389;sur;
07.06.2022;11:02:50 PM;Ma;Mo;4;1;5;147.16;0.18;0.122315847;sous;
07.06.2022;11:04:00 PM;Ma;Mo;4;1;15;124.7;0.21;0.16840417;sous;
07.06.2022;11:05:53 PM;Ma;Mo;4;1;25;152.3;0.61;0.400525279;sous;
07.06.2022;11:07:22 PM;Ma;Mo;4;1;35;139.04;1.85;1.330552359;sous;
07.06.2022;11:07:53 PM;Ma;Mo;4;1;45;94.94;1.69;1.780071624;sous;
07.06.2022;11:08:41 PM;Ma;Mo;4;1;55;91.43;26.78;29.29016734;sous;
07.06.2022;11:09:11 PM;Ma;Mo;4;1;65;97.29;12.26;12.60150067;sous;
07.06.2022;11:09:41 PM;Ma;Mo;4;1;75;150.14;60.8;40.4955375;sur;
07.06.2022;11:10:01 PM;Ma;Mo;4;1;85;144.18;59.84;41.50367596;sur;
07.06.2022;11:10:21 PM;Ma;Mo;4;1;95;104.96;79.53;75.77172256;sur;
07.06.2022;11:10:41 PM;Ma;Mo;4;1;105;150.13;72.79;48.48464664;sur;
07.06.2022;11:11:02 PM;Ma;Mo;4;1;115;93.86;85.82;91.43405071;sur;
07.06.2022;11:11:21 PM;Ma;Mo;4;1;140;130.66;131.3;100.4898209;sur;
07.06.2022;11:14:01 PM;Ma;Mo;4;2;5;71.42;0.25;0.350042005;sous;
07.06.2022;11:14:51 PM;Ma;Mo;4;2;15;67.08;0.26;0.387596899;sous;
07.06.2022;11:15:50 PM;Ma;Mo;4;2;25;96.84;0.22;0.227178852;sous;
07.06.2022;11:17:01 PM;Ma;Mo;4;2;35;96.03;0.62;0.645631573;sous;
07.06.2022;11:18:01 PM;Ma;Mo;4;2;45;60.59;16.34;26.96814656;sous;
07.06.2022;11:18:42 PM;Ma;Mo;4;2;55;67.08;47.93;71.45199761;sur;
07.06.2022;11:19:01 PM;Ma;Mo;4;2;65;99.27;58;58.42651355;sur;
07.06.2022;11:19:33 PM;Ma;Mo;4;2;75;90.62;60.39;66.64091812;sur;
07.06.2022;11:19:53 PM;Ma;Mo;4;2;85;88.19;65.17;73.89726726;sur;
07.06.2022;11:20:11 PM;Ma;Mo;4;2;95;61.41;72.97;118.8242957;sur;
07.06.2022;11:20:32 PM;Ma;Mo;4;2;105;67.9;78.51;115.6259205;sur;
07.06.2022;27.06.2022 23:21;Ma;Mo;4;2;115;97.92;84;85.78431373;sur;
07.06.2022;27.06.2022 23:21;Ma;Mo;4;2;140;76.55;86.91;113.5336381;sur;
07.06.2022;11:37:50 PM;Fe;As;5;1;5;115.78;1.19;1.027811366;sous;
07.06.2022;11:38:33 PM;Fe;As;5;1;15;98.77;0.86;0.87070973;sous;
07.06.2022;11:39:23 PM;Fe;As;5;1;25;86.56;3.96;4.574861368;sous;
07.06.2022;11:40:10 PM;Fe;As;5;1;35;84.39;1.65;1.955207963;sous;
07.06.2022;11:41:00 PM;Fe;As;5;1;45;128.22;0.47;0.366557479;sous;
07.06.2022;11:41:31 PM;Fe;As;5;1;55;117.94;22.39;18.98422927;sous;
07.06.2022;11:42:01 PM;Fe;As;5;1;65;139.85;38.88;27.80121559;sur;
07.06.2022;11:42:41 PM;Fe;As;5;1;75;92.24;32.4;35.12575889;sur;
07.06.2022;11:43:02 PM;Fe;As;5;1;85;80.07;42.37;52.91619833;sur;
07.06.2022;11:43:22 PM;Fe;As;5;1;95;118.75;48.28;40.65684211;sur;
07.06.2022;11:44:02 PM;Fe;As;5;1;105;119.29;49.28;41.31109062;sur;
07.06.2022;11:44:31 PM;Fe;As;5;1;115;132.55;60.09;45.33383629;sur;
07.06.2022;11:45:21 PM;Fe;As;5;1;140;100.9;72.01;71.36769078;sur;
07.06.2022;11:48:40 PM;Fe;As;5;2;5;73.58;2.46;3.34329981;sous;
07.06.2022;11:49:50 PM;Fe;As;5;2;15;70.6;1.82;2.577903683;sous;
07.06.2022;11:50:53 PM;Fe;As;5;2;25;103.61;1.2;1.158189364;sous;
07.06.2022;11:52:10 PM;Fe;As;5;2;35;79.26;0.93;1.17335352;sous;
07.06.2022;11:52:43 PM;Fe;As;5;2;45;104.69;2.15;2.0536823;sous;
07.06.2022;27.06.2022 23:53;Fe;As;5;2;55;70.06;23.01;32.84327719;sur;
07.06.2022;27.06.2022 23:54;Fe;As;5;2;65;110.37;40.01;36.25079279;sur;
07.06.2022;11:54:33 PM;Fe;As;5;2;75;87.91;47.35;53.86190422;sur;
07.06.2022;11:54:52 PM;Fe;As;5;2;85;146.07;55.9;38.26932293;sur;
07.06.2022;11:55:51 PM;Fe;As;5;2;95;75.47;66.21;87.73022393;sur;
07.06.2022;11:56:14 PM;Fe;As;5;2;105;73.06;73.6;100.7391185;sur;
07.06.2022;11:56:42 PM;Fe;As;5;2;115;75.74;75.65;99.88117243;sur;
07.06.2022;11:57:22 PM;Fe;As;5;2;140;147;108.1;73.53741497;sur;
07.06.2022;12:03:50 AM;Fe;Mo;4;1;5;54.91;0.63;1.147331998;sous;
07.06.2022;12:04:30 AM;Fe;Mo;4;1;15;111.72;0.37;0.331185106;sous;
07.06.2022;12:05:51 AM;Fe;Mo;4;1;25;93.6;1.38;1.474358974;sous;
07.06.2022;12:07:11 AM;Fe;Mo;4;1;35;81.42;0.62;0.761483665;sous;
07.06.2022;12:07:52 AM;Fe;Mo;4;1;45;43.08;0.82;1.903435469;sous;
07.06.2022;12:08:31 AM;Fe;Mo;4;1;55;83.32;10.98;13.1781085;sous;
07.06.2022;12:09:12 AM;Fe;Mo;4;1;65;56.26;40.01;71.116246;sur;
07.06.2022;12:09:41 AM;Fe;Mo;4;1;75;136.07;70.08;51.50290292;sur;
07.06.2022;12:10:01 AM;Fe;Mo;4;1;85;101.71;59.34;58.34234589;sur;
07.06.2022;12:10:31 AM;Fe;Mo;4;1;95;60.32;76.69;127.1385942;sur;
07.06.2022;12:11:03 AM;Fe;Mo;4;1;105;136.61;70.96;51.94348876;sur;
07.06.2022;12:11:42 AM;Fe;Mo;4;1;115;106.74;67.04;62.80682031;sur;
07.06.2022;12:12:13 AM;Fe;Mo;4;1;140;91.16;85.56;93.8569548;sur;
07.06.2022;12:14:41 AM;Fe;Mo;4;2;5;130.66;3.03;2.318995867;sous;
07.06.2022;12:15:21 AM;Fe;Mo;4;2;15;102.52;0.41;0.399921966;sous;
07.06.2022;12:16:20 AM;Fe;Mo;4;2;25;94.68;0.66;0.697084918;sous;
07.06.2022;12:17:20 AM;Fe;Mo;4;2;35;132;0.71;0.537878788;sous;
07.06.2022;12:18:21 AM;Fe;Mo;4;2;45;128.22;23.05;17.97691468;sous;
07.06.2022;12:18:41 AM;Fe;Mo;4;2;55;105.77;26.61;25.15836248;sous;
07.06.2022;12:19:03 AM;Fe;Mo;4;2;65;144.99;72.95;50.31381475;sur;
07.06.2022;12:19:22 AM;Fe;Mo;4;2;75;126.87;79.64;62.77291716;sur;
07.06.2022;12:19:41 AM;Fe;Mo;4;2;85;123.35;87.71;71.10660722;sur;
07.06.2022;12:20:10 AM;Fe;Mo;4;2;95;115.51;93.22;80.70296944;sur;
07.06.2022;12:20:33 AM;Fe;Mo;4;2;105;121.73;76.37;62.73720529;sur;
07.06.2022;12:20:51 AM;Fe;Mo;4;2;115;94.14;73.08;77.6290631;sur;
07.06.2022;12:21:11 AM;Fe;Mo;4;2;140;129.85;119.6;92.10627647;sur;
07.06.2022;12:24:15 AM;An;Mo;3;1;5;107.39;0.26;0.242108204;sous;
07.06.2022;12:24:51 AM;An;Mo;3;1;15;122.81;0.3;0.244279782;sous;
07.06.2022;12:25:31 AM;An;Mo;3;1;25;110.1;0.18;0.163487738;sous;
07.06.2022;12:26:21 AM;An;Mo;3;1;35;146.87;1.72;1.171103697;sous;
07.06.2022;12:26:53 AM;An;Mo;3;1;45;130.93;15.19;11.60161919;sous;
07.06.2022;12:27:21 AM;An;Mo;3;1;55;122.27;46.24;37.81794389;sous;
07.06.2022;12:27:41 AM;An;Mo;3;1;65;128.76;71.5;55.5296676;sous;
07.06.2022;12:28:02 AM;An;Mo;3;1;75;116.86;76.54;65.49717611;sur;
07.06.2022;12:28:53 AM;An;Mo;3;1;85;105.5;77.53;73.48815166;sur;
07.06.2022;12:29:31 AM;An;Mo;3;1;95;111.96;69.64;62.20078599;sur;
07.06.2022;12:29:51 AM;An;Mo;3;1;105;103.61;80.27;77.47321687;sur;
07.06.2022;12:30:13 AM;An;Mo;3;1;115;127.95;89.48;69.9335678;sur;
07.06.2022;12:30:32 AM;An;Mo;3;1;140;157.66;100.3;63.61791196;sur;
07.06.2022;27.06.2022 00:30;An;Mo;3;1;;119.57;114.5;95.75980597;sur;
07.06.2022;12:34:41 AM;An;Mo;3;2;5;106.04;0.3;0.282912109;;
07.06.2022;12:35:21 AM;An;Mo;3;2;15;140.94;0.31;0.219951753;;
07.06.2022;12:36:01 AM;An;Mo;3;2;25;93.6;0.47;0.502136752;;
07.06.2022;12:36:51 AM;An;Mo;3;2;35;96.03;1.06;1.103821722;;
07.06.2022;12:37:51 AM;An;Mo;3;2;45;131.75;6.88;5.222011385;;
07.06.2022;12:38:21 AM;An;Mo;3;2;55;105.23;39.38;37.42278818;;
07.06.2022;12:38:52 AM;An;Mo;3;2;65;136.02;69.42;51.03661226;;
07.06.2022;12:39:32 AM;An;Mo;3;2;75;121.74;73.5;60.37456875;;
07.06.2022;12:39:51 AM;An;Mo;3;2;85;143.37;66.02;46.04868522;;
07.06.2022;12:40:22 AM;An;Mo;3;2;95;116.32;77.35;66.49759285;;
07.06.2022;12:40:42 AM;An;Mo;3;2;105;116.32;81.07;69.69566713;;
07.06.2022;12:41:12 AM;An;Mo;3;2;115;108.21;95.49;88.24507901;;
07.06.2022;12:41:33 AM;An;Mo;3;2;140;99.25;106.8;107.6070529;;
09.06.2022;;Fe;As;1;1;5;50.37;0.88;1.74707167;sous;
09.06.2022;;Fe;As;1;1;5;48.75;0.9;1.846153846;sous;
09.06.2022;9:56:45 PM;Fe;As;1;1;5;54.17;0.91;1.679896622;sous;
09.06.2022;;Fe;As;1;1;15;46.58;2.73;5.8608845;sous;
09.06.2022;;Fe;As;1;1;15;65.81;2.66;4.041938915;sous;
09.06.2022;9:57:47 PM;Fe;As;1;1;15;58.77;2.68;4.560149736;sous;
09.06.2022;;Fe;As;1;1;25;55.79;1.72;3.082989783;sous;
09.06.2022;;Fe;As;1;1;25;67.98;1.72;2.530155928;sous;
09.06.2022;9:58:36 PM;Fe;As;1;1;25;57.15;1.74;3.044619423;sous;
09.06.2022;;Fe;As;1;1;35;72.31;2.43;3.360531047;sous;
09.06.2022;;Fe;As;1;1;35;72.58;2.27;3.127583356;sous;
09.06.2022;9:59:45 PM;Fe;As;1;1;35;54.44;2.27;4.169728141;sous;
09.06.2022;;Fe;As;1;1;45;70.15;1.33;1.895937277;sous;
09.06.2022;;Fe;As;1;1;45;51.19;1.31;2.559093573;sous;
09.06.2022;;Fe;As;1;1;45;64.46;1.06;1.644430655;sous;
09.06.2022;;Fe;As;1;1;55;55.79;26.08;46.7467288;sur;
09.06.2022;;Fe;As;1;1;55;66.63;26.37;39.57676722;sur;
09.06.2022;10:01:56 PM;Fe;As;1;1;55;59.04;26.04;44.10569106;sur;
09.06.2022;;Fe;As;1;1;65;42.79;35.24;82.35569058;sur;
09.06.2022;;Fe;As;1;1;65;53.9;35.31;65.51020408;sur;
09.06.2022;10:02:36 PM;Fe;As;1;1;65;68.25;34.94;51.19413919;sur;
09.06.2022;;Fe;As;1;1;75;42.79;34.92;81.6078523;sur;
09.06.2022;;Fe;As;1;1;75;49.29;35.17;71.35321566;sur;
09.06.2022;10:03:26 PM;Fe;As;1;1;75;51.46;34.99;67.99455888;sur;
09.06.2022;;Fe;As;1;1;85;62.02;44.19;71.25120929;sur;
09.06.2022;;Fe;As;1;1;85;45.23;36.94;81.671457;sur;
09.06.2022;10:05:17 PM;Fe;As;1;1;85;42.25;37.24;88.14201183;sur;
09.06.2022;;Fe;As;1;1;95;42.52;42.41;99.74129821;sur;
09.06.2022;;Fe;As;1;1;95;47.96;42.05;87.67723103;sur;
09.06.2022;10:06:07 PM;Fe;As;1;1;95;38.46;41.95;109.074363;sur;
09.06.2022;;Fe;As;1;1;105;44.15;37.05;83.9184598;sur;
09.06.2022;;Fe;As;1;1;105;52.54;37.22;70.8412638;sur;
09.06.2022;10:06:46 PM;Fe;As;1;1;105;64.19;37.13;57.84390092;sur;
09.06.2022;;Fe;As;1;1;115;45.77;14.68;32.07341053;sur;
09.06.2022;;Fe;As;1;1;115;56.33;15.03;26.68205219;sur;
09.06.2022;10:07:56 PM;Fe;As;1;1;115;57.69;15.22;26.38238863;sur;
09.06.2022;;Fe;As;1;1;140;53.09;59.12;111.3580712;sur;
09.06.2022;;Fe;As;1;1;140;44.59;59.38;133.1688719;sur;
09.06.2022;10:08:56 PM;Fe;As;1;1;140;54.71;59.82;109.3401572;sur;
09.06.2022;;Fe;As;1;2;5;52;5.36;10.30769231;sous;
09.06.2022;;Fe;As;1;2;5;55.25;5.38;9.737556561;sous;
09.06.2022;10:19:06 PM;Fe;As;1;2;5;66.8;5.35;8.008982036;sous;
09.06.2022;;Fe;As;1;2;15;67.98;1.1;1.618122977;sous;
09.06.2022;;Fe;As;1;2;15;82.61;1.11;1.343662995;sous;
09.06.2022;10:20:25 PM;Fe;As;1;2;15;47.94;1.09;2.273675428;sous;
09.06.2022;;Fe;As;1;2;25;82.34;1.17;1.420937576;sous;
09.06.2022;;Fe;As;1;2;25;73.13;1.18;1.613564884;sous;
09.06.2022;10:21:26 PM;Fe;As;1;2;25;63.11;1.19;1.885596577;sous;
09.06.2022;;Fe;As;1;2;35;60.94;2.9;4.758779127;sous;
09.06.2022;;Fe;As;1;2;35;80.17;2.85;3.55494574;sous;
09.06.2022;10:22:27 PM;Fe;As;1;2;35;75.84;2.83;3.731540084;sous;
09.06.2022;;Fe;As;1;2;45;76.92;0.9;1.170046802;sous;
09.06.2022;;Fe;As;1;2;45;81.53;0.88;1.079357292;sous;
09.06.2022;10:23:15 PM;Fe;As;1;2;45;74.21;0.89;1.199299286;sous;
09.06.2022;;Fe;As;1;2;55;76.38;20.96;27.44173868;sur;
09.06.2022;;Fe;As;1;2;55;78.55;20.94;26.6581795;sur;
09.06.2022;10:24:16 PM;Fe;As;1;2;55;57.15;20.96;36.67541557;sur;
09.06.2022;;Fe;As;1;2;65;78.82;23.51;29.82745496;sur;
09.06.2022;;Fe;As;1;2;65;62.84;23.66;37.65117759;sur;
09.06.2022;10:25:06 PM;Fe;As;1;2;65;69.61;23.65;33.97500359;sur;
09.06.2022;;Fe;As;1;2;75;50.65;45.93;90.68114511;sur;
09.06.2022;;Fe;As;1;2;75;50.11;46.68;93.15505887;sur;
09.06.2022;10:25:56 PM;Fe;As;1;2;75;71.24;46.43;65.17405952;sur;
09.06.2022;;Fe;As;1;2;85;74.22;28.66;38.61492859;sur;
09.06.2022;;Fe;As;1;2;85;65.55;28.49;43.46300534;sur;
09.06.2022;10:27:16 PM;Fe;As;1;2;85;70.97;28.98;40.83415528;sur;
09.06.2022;;Fe;As;1;2;95;75.57;67.24;88.97710732;sur;
09.06.2022;;Fe;As;1;2;95;79.9;67.5;84.48060075;sur;
09.06.2022;10:28:07 PM;Fe;As;1;2;95;76.92;67.79;88.13052522;sur;
09.06.2022;;Fe;As;1;2;105;65.01;75.63;116.3359483;sur;
09.06.2022;;Fe;As;1;2;105;80.18;75.52;94.18807683;sur;
09.06.2022;10:29:06 PM;Fe;As;1;2;105;81.26;74.71;91.93945361;sur;
09.06.2022;;Fe;As;1;2;115;69.07;76.72;111.0757203;sur;
09.06.2022;;Fe;As;1;2;115;49.57;76.63;154.5894694;sur;
09.06.2022;10:31:27 PM;Fe;As;1;2;115;83.42;76.44;91.63270199;sur;
09.06.2022;;Fe;As;1;2;140;68.8;68.13;99.02616279;sur;
09.06.2022;;Fe;As;1;2;140;48.75;73.21;150.174359;sur;
09.06.2022;10:32:06 PM;Fe;As;1;2;140;83.42;77.5;92.90338048;sur;
09.06.2022;;Ma;Mo;2;1;5;94.8;0.34;0.358649789;sous;
09.06.2022;;Ma;Mo;2;1;5;89.38;0.34;0.380398299;sous;
09.06.2022;10:36:15 PM;Ma;Mo;2;1;5;52.82;0.33;0.624763347;sous;
09.06.2022;;Ma;Mo;2;1;15;69.88;0.4;0.572409845;sous;
09.06.2022;;Ma;Mo;2;1;15;91.51;0.41;0.448038466;sous;
09.06.2022;10:37:15 PM;Ma;Mo;2;1;15;76.11;0.4;0.525555118;sous;
09.06.2022;;Ma;Mo;2;1;25;62.57;0.22;0.351606201;sous;
09.06.2022;;Ma;Mo;2;1;25;78.28;0.21;0.268267757;sous;
09.06.2022;10:38:36 PM;Ma;Mo;2;1;25;88.3;0.21;0.237825595;sous;
09.06.2022;;Ma;Mo;2;1;35;95.07;0.62;0.652151047;sous;
09.06.2022;;Ma;Mo;2;1;35;55.8;0.61;1.093189964;sous;
09.06.2022;10:40:05 PM;Ma;Mo;2;1;35;55.53;0.6;1.080497029;sous;
09.06.2022;;Ma;Mo;2;1;45;51.73;5.23;10.11018751;sous;
09.06.2022;;Ma;Mo;2;1;45;74.49;5.06;6.792858102;sous;
09.06.2022;10:40:56 PM;Ma;Mo;2;1;45;87.76;5.03;5.731540565;sous;
09.06.2022;;Ma;Mo;2;1;55;81.26;1.98;2.436623185;sous;
09.06.2022;;Ma;Mo;2;1;55;70.97;2;2.818092152;sous;
09.06.2022;10:41:47 PM;Ma;Mo;2;1;55;88.84;1.99;2.23998199;sous;
09.06.2022;;Ma;Mo;2;1;65;91.28;42.35;46.39570552;sur;
09.06.2022;;Ma;Mo;2;1;65;70.97;42.6;60.02536283;sur;
09.06.2022;10:43:56 PM;Ma;Mo;2;1;65;52.82;43.28;81.9386596;sur;
09.06.2022;;Ma;Mo;2;1;75;93.18;36.9;39.6007727;sur;
09.06.2022;;Ma;Mo;2;1;75;62.03;36.73;59.21328389;sur;
09.06.2022;27.06.2022 22:44;Ma;Mo;2;1;75;57.42;35.51;61.84256357;sur;
09.06.2022;;Ma;Mo;2;1;85;57.15;50.6;88.53893263;sur;
09.06.2022;;Ma;Mo;2;1;85;81.53;50.99;62.54139581;sur;
09.06.2022;22h 45min 35s;Ma;Mo;2;1;85;67.17;50.11;74.60175674;sur;
09.06.2022;;Ma;Mo;2;1;95;73.95;28.61;38.68830291;sur;
09.06.2022;;Ma;Mo;2;1;95;90.47;28.44;31.43583508;sur;
09.06.2022;10:46:26 PM;Ma;Mo;2;1;95;71.78;28.54;39.76037894;sur;
09.06.2022;;Ma;Mo;2;1;105;55.53;40.67;73.23969026;sur;
09.06.2022;;Ma;Mo;2;1;105;90.2;40.26;44.63414634;sur;
09.06.2022;10:47:26 PM;Ma;Mo;2;1;105;84.51;40.08;47.42634008;sur;
09.06.2022;;Ma;Mo;2;1;115;85.05;12.66;14.88536155;sur;
09.06.2022;;Ma;Mo;2;1;115;85.86;12.58;14.65175868;sur;
09.06.2022;10:48:17 PM;Ma;Mo;2;1;115;52.55;12.64;24.05328259;sur;
09.06.2022;;Ma;Mo;2;1;140;55.53;69.88;125.8418873;sur;
09.06.2022;;Ma;Mo;2;1;140;57.97;70.17;121.0453683;sur;
09.06.2022;10:49:06 PM;Ma;Mo;2;1;140;69.07;72.2;104.5316346;sur;
09.06.2022;;Ma;Mo;2;2;5;97.78;0.37;0.378400491;sous;
09.06.2022;;Ma;Mo;2;2;5;64.45;0.37;0.574088441;sous;
09.06.2022;;Ma;Mo;2;2;5;109.7;0.36;0.32816773;sous;
09.06.2022;;Ma;Mo;2;2;15;72.05;0.59;0.818875781;sous;
09.06.2022;;Ma;Mo;2;2;15;95.89;0.6;0.625716967;sous;
09.06.2022;10:52:15 PM;Ma;Mo;2;2;15;80.72;0.59;0.730921705;sous;
09.06.2022;;Ma;Mo;2;2;25;82.89;1.17;1.411509229;sous;
09.06.2022;;Ma;Mo;2;2;25;115.39;1.16;1.00528642;sous;
09.06.2022;10:53:16 PM;Ma;Mo;2;2;25;83.43;1.19;1.426345439;sous;
09.06.2022;;Ma;Mo;2;2;35;96.89;7.39;7.62720611;sous;
09.06.2022;;Ma;Mo;2;2;35;116.48;7.57;6.49896978;sous;
09.06.2022;10:54:26 PM;Ma;Mo;2;2;35;99.68;7.65;7.674558587;sous;
