variete;culture;bac;bloc;plante;date;no_feuille;ramif_bf_winter;Ramification;feuille_morte;H_total;stade_BBCH;H_ramification_haute;H_ramification_basse
mambo;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
mambo;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;1; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;2; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;3; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
angelico;mono;5;nordouest;4; 2022.06.20;na;;na;na;na;na;;
feliciano;asso;1;nordest;1; 2022.06.20;cot1;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;cot2;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;1;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;2;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;3;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;4;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;5;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;6;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;7;;0;yes;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;8;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;9;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;10;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;11;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;12;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;13;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;14;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;15;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;16;;0;no;30;na;;
feliciano;asso;1;nordest;1; 2022.06.20;17;;0;no;30;na;;
feliciano;asso;1;nordest;2; 2022.06.20;cot1;;0;yes;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;cot2;;0;yes;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;1;;0;yes;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;2;;0;yes;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;3;;0;yes;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;4;;0;yes;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;5;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;6;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;7;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;8;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;9;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;10;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;11;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;12;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;13;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;14;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;15;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;16;;0;no;37;na;;
feliciano;asso;1;nordest;2; 2022.06.20;17;;0;no;37;na;;
feliciano;asso;1;nordest;3; 2022.06.20;cot1;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;cot2;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;1;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;2;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;3;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;4;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;5;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;6;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;8;;0;yes;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;9;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;10;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;11;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;12;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;13;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;14;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;15;;0;no;28;na;;
feliciano;asso;1;nordest;3; 2022.06.20;16;;0;no;28;na;;
feliciano;asso;1;nordest;4; 2022.06.20;cot1;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;cot2;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;1;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;2;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;3;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;4;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;5;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;6;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;7;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;8;;0;yes;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;9;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;10;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;11;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;12;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;13;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;14;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;15;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;16;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;17;;0;no;33.5;na;;
feliciano;asso;1;nordest;4; 2022.06.20;18;;0;no;33.5;na;;
mambo;asso;1;nordest;1; 2022.06.20;cot1;;0;yes;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;cot2;;0;yes;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;1;;0;yes;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;2;;0;yes;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;3;;0;yes;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;4;;0;yes;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;5;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;6;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;7;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;8;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;9;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;10;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;11;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;12;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;13;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;14;;0;no;17;na;;
mambo;asso;1;nordest;1; 2022.06.20;15;;0;no;17;na;;
mambo;asso;1;nordest;2; 2022.06.20;cot1;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;cot2;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;1;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;2;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;3;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;4;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;5;;0;yes;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;6;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;7;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;8;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;9;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;10;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;11;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;12;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;13;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;14;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;15;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;16;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;17;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;18;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;19;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;20;;0;no;41;52;;
mambo;asso;1;nordest;2; 2022.06.20;21;;0;no;41;52;;
mambo;asso;1;nordest;3; 2022.06.20;cot1;;0;yes;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;cot2;;0;yes;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;1;;0;yes;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;2;;0;yes;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;3;;0;yes;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;4;;0;yes;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;5;;0;no;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;6;;0;no;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;7;;0;no;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;8;;0;no;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;9;;0;no;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;10;;0;no;8;na;;
mambo;asso;1;nordest;3; 2022.06.20;11;;0;no;8;na;;
mambo;asso;1;nordest;4; 2022.06.20;cot1;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;cot2;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;1;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;2;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;3;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;4;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;5;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;6;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;7;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;8;;0;yes;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;9;;0;no;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;10;;0;no;6.5;na;;
mambo;asso;1;nordest;4; 2022.06.20;11;;0;no;6.5;na;;
angelico;asso;1;nordest;1; 2022.06.20;cot1;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;cot2;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;1;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;2;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;3;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;4;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;5;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;6;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;7;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;8;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;9;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;10;;0;yes;6.5;0;;
angelico;asso;1;nordest;1; 2022.06.20;11;;0;yes;6.5;0;;
angelico;asso;1;nordest;2; 2022.06.20;cot1;;0;yes;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;cot2;;0;yes;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;1;;0;yes;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;2;;0;yes;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;3;;0;yes;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;4;;0;yes;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;5;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;6;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;7;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;8;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;9;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;10;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;11;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;12;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;13;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;14;;0;no;16.5;na;;
angelico;asso;1;nordest;2; 2022.06.20;15;;0;no;16.5;na;;
angelico;asso;1;nordest;3; 2022.06.20;cot1;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;cot2;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;1;;-1;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;2;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;3;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;4;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;5;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;6;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;7;;0;yes;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;8;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;9;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;10;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;11;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;12;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;13;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;14;;0;no;7;na;;
angelico;asso;1;nordest;3; 2022.06.20;15;;0;no;7;na;;
angelico;asso;1;nordest;4; 2022.06.20;cot1;;0;yes;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;cot2;;0;yes;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;1;;0;yes;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;2;;0;yes;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;3;;0;yes;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;4;;0;yes;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;5;;0;no;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;6;;0;no;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;7;;0;no;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;8;;0;no;10.5;na;;
angelico;asso;1;nordest;4; 2022.06.20;9;;0;no;10.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;cot1;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;cot2;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;1;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;2;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;3;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;4;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;5;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;6;;0;yes;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;7;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;8;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;9;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;10;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;11;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;12;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;13;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;14;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;15;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;16;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;17;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;18;;0;no;30.5;na;;
feliciano;asso;2;nordest;1; 2022.06.20;19;;0;no;30.5;na;;
feliciano;asso;2;nordest;2; 2022.06.20;cot1;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;cot2;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;1;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;2;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;3;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;4;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;5;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;6;;0;yes;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;7;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;8;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;9;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;10;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;11;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;12;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;13;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;14;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;15;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;16;;0;no;35.5;55;;
feliciano;asso;2;nordest;2; 2022.06.20;17;;0;no;35.5;55;;
feliciano;asso;2;nordest;3; 2022.06.20;cot1;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;cot2;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;1;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;2;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;3;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;4;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;5;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;6;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;7;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;8;;0;yes;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;9;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;10;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;11;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;12;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;13;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;14;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;15;;0;no;25.5;na;;
feliciano;asso;2;nordest;3; 2022.06.20;16;;0;no;25.5;na;;
feliciano;asso;2;nordest;4; 2022.06.20;cot1;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;cot2;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;1;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;2;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;3;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;4;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;5;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;6;;0;yes;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;7;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;8;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;9;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;10;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;11;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;12;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;13;;0;no;15.5;57;;
feliciano;asso;2;nordest;4; 2022.06.20;14;;0;no;15.5;57;;
